day,positive_male,positive_female,pdp_male,pdp_female,positive_male_0_14,positive_male_15_19,positive_male_20_24,positive_male_25_49,positive_male_50_54,positive_male_55,positive_female_0_14,positive_female_15_19,positive_female_20_24,positive_female_25_49,positive_female_50_54,positive_female_55,pdp_male_0_14,pdp_male_15_19,pdp_male_20_24,pdp_male_25_49,pdp_male_50_54,pdp_male_55,pdp_female_0_14,pdp_female_15_19,pdp_female_20_24,pdp_female_25_49,pdp_female_50_54,pdp_female_55
462,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
463,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
464,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
465,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
466,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
467,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
468,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
469,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
470,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
471,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
472,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
473,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
474,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
475,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
476,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
477,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
478,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
479,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
480,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
481,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
482,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
483,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
484,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
485,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
486,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
487,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
488,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
489,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
490,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
491,920,900,178,112,2,8,30,50,38,20,1,8,25,12,14,3,16,13,22,91,13,23,9,9,14,55,10,15
